N,P,K,temperature,humidity,ph,rainfall,crop
87.83,49.71,75.7,24.85,76.71,5.58,177.51,ginger
90.85,52.3,79.54,21.11,74.24,5.97,198.43,ginger
110.87,57.96,66.67,29.92,72.06,5.55,192.78,ginger
117.09,41.81,62.27,20.33,72.09,5.71,198.5,ginger
106.71,55.57,75.52,25.35,85.95,6.39,165.73,turmeric
102.44,50.67,76.47,29.82,78.22,6.65,154.99,turmeric
111.07,47.43,60.79,23.63,82.21,5.68,196.2,turmeric
83.11,58.6,74.14,23.3,77.82,6.61,180.07,turmeric
106.87,47.78,69.76,29.9,74.28,6.13,164.59,turmeric
110.6,55.28,65.85,20.81,70.23,6.14,170.52,turmeric
119.54,49.4,65.13,28.91,79.82,6.4,154.78,turmeric
95.32,58.88,71.79,23.45,82.51,6.87,163.7,turmeric
100.2,59.17,63.45,27.2,82.29,6.52,167.56,turmeric
92.56,53.68,64.31,24.2,73.76,5.51,198.5,turmeric
97.27,59.39,62.81,25.87,74.02,6.69,189.19,turmeric
84.5,58.24,63.89,26.13,89.71,6.82,197.83,turmeric
93.7,42.11,63.77,25.0,85.86,5.73,182.99,turmeric
92.94,46.82,73.24,24.67,86.24,5.73,189.5,turmeric
82.57,43.88,73.12,28.55,75.05,5.99,176.86,turmeric
88.46,56.22,75.47,21.45,79.28,6.66,166.87,turmeric
105.32,41.0,72.17,21.53,86.61,6.03,164.08,turmeric
113.64,41.0,67.93,23.7,75.7,6.87,187.55,turmeric
82.56,54.29,70.55,29.01,76.26,6.36,175.04,turmeric
99.58,49.12,64.11,27.56,79.03,6.94,163.04,turmeric
107.31,58.81,73.27,28.71,86.55,6.04,180.01,turmeric
86.25,50.71,64.61,27.44,80.56,6.12,163.44,turmeric
119.95,41.43,60.87,22.17,89.42,6.97,182.75,turmeric
115.2,44.28,79.44,21.43,72.02,5.67,178.66,turmeric
111.24,47.33,79.56,24.34,73.01,6.2,183.95,turmeric
113.29,49.18,71.87,22.67,82.92,6.98,152.45,turmeric
115.46,51.25,65.04,29.55,79.67,6.0,159.07,turmeric
89.78,56.66,72.29,29.13,74.64,5.68,150.3,turmeric
100.31,59.97,73.9,23.08,87.54,6.67,150.77,turmeric
112.67,46.01,62.99,22.26,79.37,6.14,164.44,turmeric
86.89,55.24,79.8,27.78,75.92,5.87,160.88,turmeric
85.47,51.03,72.11,27.06,83.6,5.94,166.52,turmeric
107.26,46.99,64.25,23.74,75.44,5.63,191.51,turmeric
114.12,44.4,61.3,27.39,74.23,6.09,153.21,turmeric
89.05,55.86,76.09,22.07,76.72,5.7,153.71,turmeric
119.69,53.11,70.84,27.65,86.8,6.71,150.83,turmeric
87.47,53.1,67.52,29.82,83.31,6.93,160.07,turmeric
114.56,46.43,79.79,21.58,80.33,6.69,171.63,turmeric
98.72,59.73,68.51,26.04,71.09,6.76,182.41,turmeric
96.16,40.32,71.83,20.13,70.02,6.42,159.45,turmeric
87.68,53.07,61.07,23.13,72.99,6.37,183.09,turmeric
108.85,45.1,61.78,20.79,78.52,6.92,160.89,turmeric
90.27,42.02,72.11,26.8,82.86,6.79,174.32,turmeric
85.38,45.79,73.25,26.13,80.62,6.52,181.87,turmeric
115.25,51.72,75.57,22.49,83.56,6.85,169.29,turmeric
111.16,54.5,61.19,25.82,72.6,6.95,190.57,turmeric
84.39,42.44,71.89,23.45,70.7,6.31,169.39,turmeric
84.04,56.04,78.3,27.57,86.45,5.82,163.18,turmeric
88.34,55.3,78.96,27.17,87.63,6.46,169.38,turmeric
97.03,41.51,60.63,26.95,78.77,6.33,177.88,turmeric
91.1,49.52,69.42,23.88,76.41,6.45,96.22,chilli
115.82,57.32,77.81,22.7,60.7,6.26,76.72,chilli
116.37,52.98,61.63,21.35,63.11,6.63,104.12,chilli
114.39,58.81,64.03,23.1,64.81,6.36,114.88,chilli
103.0,54.76,69.8,20.29,61.28,6.54,103.13,chilli
88.61,54.44,76.21,24.12,74.93,6.4,100.7,chilli
110.56,59.84,66.91,24.11,63.31,6.2,101.6,chilli
116.68,47.89,63.6,22.85,69.1,6.29,74.01,chilli
109.44,40.16,70.78,27.94,65.32,6.6,100.13,chilli
106.2,48.92,66.93,28.36,75.17,6.32,66.18,chilli
82.87,41.89,71.66,20.52,66.74,6.75,77.66,chilli
110.53,54.91,64.92,27.29,74.96,6.4,72.63,chilli
100.85,58.43,72.79,21.73,73.66,6.43,95.49,chilli
109.36,50.3,76.28,27.22,72.3,6.15,110.16,chilli
117.44,42.74,69.76,22.59,75.09,6.72,68.45,chilli
115.08,43.62,75.95,24.57,66.57,6.16,70.06,chilli
106.48,51.01,62.44,21.13,61.45,6.74,102.71,chilli
82.34,51.21,61.69,29.04,78.14,6.7,115.57,chilli
112.46,56.57,71.39,23.06,64.36,6.33,97.71,chilli
86.91,45.17,69.36,22.33,71.77,6.92,104.89,chilli
106.66,51.65,69.76,21.87,77.89,6.25,65.48,chilli
110.0,43.51,67.44,20.28,62.74,6.17,63.26,chilli
106.27,56.74,67.47,28.75,64.27,6.33,69.04,chilli
104.82,48.4,72.27,27.62,70.91,6.63,116.12,chilli
91.96,47.18,74.35,26.11,63.57,6.38,88.07,chilli
96.78,43.57,78.49,27.62,69.63,6.68,113.84,chilli
85.45,45.01,70.85,27.99,60.73,6.98,87.29,chilli
94.37,45.85,63.49,27.92,79.11,6.41,117.15,chilli
112.95,49.62,73.48,24.35,71.17,6.06,101.78,chilli
82.11,56.34,76.5,22.37,66.47,6.48,95.8,chilli
91.49,51.85,65.96,20.55,60.05,6.1,107.54,chilli
118.46,48.54,70.25,21.47,71.02,6.14,96.67,chilli
117.33,43.91,75.29,20.24,67.51,6.11,81.15,chilli
86.94,47.47,68.35,23.01,73.13,6.92,84.04,chilli
87.69,45.41,77.08,25.72,69.1,6.15,86.98,chilli
91.14,58.86,77.68,20.84,70.33,6.23,84.65,chilli
115.07,50.55,66.68,22.08,76.01,6.62,88.08,chilli
88.7,46.68,79.2,25.2,68.01,6.52,106.74,chilli
93.6,43.57,71.7,26.65,74.25,6.88,82.27,chilli
83.01,59.17,68.7,26.23,73.33,6.55,72.32,chilli
110.21,56.08,71.06,24.89,62.28,6.08,80.37,chilli
92.43,59.07,75.67,26.6,70.35,6.17,118.71,chilli
95.0,42.14,69.88,28.74,77.75,6.01,113.18,chilli
90.86,40.78,76.96,28.64,71.92,6.57,108.79,chilli
111.45,57.8,71.05,29.68,79.92,6.12,110.97,chilli
99.99,47.75,72.26,20.56,70.13,6.87,72.81,chilli
97.06,58.79,68.57,23.58,68.81,6.52,97.92,chilli
112.03,49.04,76.35,25.34,66.77,6.66,103.06,chilli
102.32,41.13,63.4,22.85,65.65,6.67,61.1,chilli
110.23,45.31,66.2,25.28,64.32,6.88,65.12,chilli
77.78,46.99,42.32,14.38,63.42,7.06,78.93,mustard
95.73,36.85,49.96,10.05,55.55,7.24,47.98,mustard
62.43,34.74,38.52,20.96,67.49,6.36,60.13,mustard
97.05,46.3,36.46,24.73,69.17,6.09,41.41,mustard
66.74,44.56,33.67,17.67,56.87,7.38,53.76,mustard
96.33,48.9,30.12,16.96,55.49,7.36,60.74,mustard
63.0,32.21,37.67,24.1,68.86,7.3,54.66,mustard
61.73,49.49,30.34,24.21,62.37,6.02,67.57,mustard
99.22,49.31,33.22,12.72,66.31,6.96,69.58,mustard
67.24,49.18,42.77,22.71,65.8,6.62,79.09,mustard
83.28,47.34,49.07,20.13,65.98,6.01,41.6,mustard
68.03,33.72,35.1,14.57,62.2,6.63,43.95,mustard
61.69,43.48,40.75,16.66,67.69,7.24,57.11,mustard
85.64,49.07,46.79,16.39,67.89,6.27,62.42,mustard
99.25,40.37,48.55,16.11,74.98,6.87,41.69,mustard
83.47,35.49,30.65,22.31,60.51,7.19,51.53,mustard
67.77,49.48,37.23,19.02,67.2,6.84,76.59,mustard
86.98,38.07,47.25,12.72,65.88,7.43,65.02,mustard
92.68,43.07,46.79,24.17,60.46,6.25,59.36,mustard
88.07,34.54,30.08,15.14,74.38,7.04,56.05,mustard
67.7,37.12,33.4,11.59,73.13,7.5,46.56,mustard
62.18,36.59,39.23,13.07,61.03,6.3,70.97,mustard
88.5,42.7,37.74,23.64,74.39,6.26,48.92,mustard
81.03,31.83,38.73,18.73,65.44,6.5,61.7,mustard
98.35,34.12,43.1,10.65,56.33,6.83,44.2,mustard
60.89,33.43,41.3,20.55,59.05,7.0,47.3,mustard
84.54,38.24,43.08,24.93,73.76,6.01,75.42,mustard
62.66,49.06,35.64,15.73,56.83,6.17,69.07,mustard
97.77,42.21,44.32,21.43,60.26,6.07,40.07,mustard
74.03,34.83,31.25,12.69,57.49,7.37,45.61,mustard
81.51,41.86,40.87,11.49,61.38,6.08,55.83,mustard
67.54,41.23,43.86,17.98,63.68,6.58,73.67,mustard
68.77,44.68,45.15,16.29,60.95,6.71,43.73,mustard
61.84,32.23,33.74,17.56,71.98,6.35,77.41,mustard
98.2,49.18,46.75,15.46,56.45,6.85,62.35,mustard
94.0,49.92,40.16,15.18,58.72,6.01,60.36,mustard
82.22,46.5,40.09,23.75,67.56,7.26,45.93,mustard
94.21,43.5,33.4,12.85,73.53,6.05,58.5,mustard
72.54,43.3,46.79,15.41,63.54,7.47,71.36,mustard
95.89,38.78,34.68,16.18,69.32,6.16,50.82,mustard
61.87,38.65,46.55,10.37,68.51,7.4,49.48,mustard
87.75,49.5,49.25,13.52,57.01,6.22,68.08,mustard
89.03,43.48,36.72,12.55,66.62,6.73,69.15,mustard
77.65,36.77,35.87,13.17,60.31,6.14,53.87,mustard
61.46,33.73,44.94,14.88,68.36,7.08,63.25,mustard
98.35,30.43,44.77,24.38,72.25,6.25,53.07,mustard
66.9,42.03,44.24,14.76,65.79,7.04,56.85,mustard
94.16,45.43,31.29,19.32,59.71,6.84,78.28,mustard
95.16,38.09,35.83,13.52,65.65,6.17,61.97,mustard
60.05,36.48,34.4,24.57,69.54,6.52,43.71,mustard
80.67,44.27,50.73,28.35,67.32,6.95,77.05,sunflower
97.09,58.64,50.25,23.06,64.19,6.28,81.82,sunflower
80.0,42.07,43.95,24.8,72.75,6.85,84.08,sunflower
73.56,51.43,48.95,26.59,56.01,6.74,64.8,sunflower
73.05,59.22,43.65,23.11,65.2,7.29,70.83,sunflower
89.75,57.13,46.2,23.93,62.13,7.25,52.22,sunflower
72.34,53.59,51.31,24.36,65.8,6.3,71.54,sunflower
80.07,58.02,45.22,28.68,67.88,6.03,86.23,sunflower
61.42,59.95,57.45,22.97,60.15,6.57,67.81,sunflower
74.89,46.37,52.42,21.64,71.92,7.22,73.82,sunflower
94.11,44.94,40.35,26.19,64.16,6.85,94.97,sunflower
98.8,52.69,55.28,20.84,58.21,7.1,71.57,sunflower
77.84,46.17,52.15,21.85,67.54,6.26,53.19,sunflower
73.21,44.62,57.78,20.55,58.53,6.82,74.05,sunflower
61.83,40.15,59.76,26.59,62.31,6.71,63.33,sunflower
73.79,52.98,57.66,21.84,71.81,6.18,60.75,sunflower
61.49,42.82,58.35,24.59,56.55,7.44,93.95,sunflower
90.19,58.67,44.4,28.36,68.8,7.3,89.85,sunflower
73.86,55.49,45.25,23.29,57.16,7.4,64.55,sunflower
80.82,47.83,59.2,23.35,70.57,7.28,71.78,sunflower
75.13,54.95,58.26,27.55,59.54,7.33,69.38,sunflower
83.05,56.63,43.77,27.85,66.92,7.34,58.6,sunflower
76.83,56.66,40.38,21.12,74.81,6.42,98.78,sunflower
67.3,47.22,55.06,26.58,66.62,6.79,92.17,sunflower
69.4,48.85,43.11,25.96,60.01,6.5,73.56,sunflower
61.07,41.84,53.72,24.29,72.3,7.04,50.41,sunflower
84.67,41.87,55.62,29.92,65.62,7.02,61.87,sunflower
77.5,57.12,43.35,22.66,63.91,7.07,68.79,sunflower
97.11,41.89,47.42,27.09,59.52,6.98,58.21,sunflower
62.24,42.42,58.6,25.52,70.93,6.5,79.63,sunflower
79.8,58.91,54.95,27.31,55.93,6.82,73.35,sunflower
97.11,45.15,45.4,24.11,59.87,6.19,92.87,sunflower
82.33,57.23,56.62,22.82,65.95,6.12,95.76,sunflower
76.17,47.87,46.06,24.61,60.04,6.56,90.0,sunflower
93.37,46.08,49.38,28.74,56.05,7.33,60.96,sunflower
87.14,51.65,51.06,28.59,57.03,6.52,76.91,sunflower
92.45,44.33,56.06,24.0,58.78,7.14,54.54,sunflower
80.59,41.28,47.13,26.01,66.12,6.61,71.45,sunflower
69.07,49.12,59.07,28.5,57.9,6.04,96.68,sunflower
81.07,50.76,55.61,23.15,64.64,7.45,83.61,sunflower
66.15,42.66,44.09,27.67,60.91,6.03,97.21,sunflower
66.79,40.19,44.74,22.35,63.44,7.38,93.96,sunflower
78.28,48.22,51.1,22.43,56.04,7.41,59.33,sunflower
67.94,49.45,49.83,20.18,57.96,6.57,84.19,sunflower
69.14,48.46,51.15,28.89,61.52,6.2,74.46,sunflower
89.87,42.2,48.49,20.18,55.67,6.72,64.91,sunflower
93.8,52.04,49.08,24.08,64.94,6.06,94.64,sunflower
99.93,43.63,42.41,21.44,68.22,6.99,92.4,sunflower
90.07,48.99,52.26,26.88,65.25,6.71,82.25,sunflower
82.3,52.88,52.26,27.19,67.86,6.78,84.09,sunflower
28.99,44.83,20.03,20.6,66.81,7.94,34.04,lentil
27.88,44.04,21.41,22.73,59.99,7.22,42.19,lentil
29.42,57.53,28.88,17.85,72.92,7.72,29.1,lentil
20.52,41.8,25.73,24.72,66.17,6.75,47.22,lentil
29.06,46.3,38.82,23.5,71.87,7.02,44.74,lentil
23.59,51.46,39.68,17.91,70.89,6.98,26.0,lentil
35.26,43.37,32.63,15.86,73.94,6.58,30.66,lentil
22.58,58.92,34.24,22.42,64.99,6.95,27.75,lentil
31.2,44.94,39.54,22.97,63.26,6.3,44.63,lentil
22.44,43.79,24.23,20.57,70.74,6.63,27.12,lentil
29.29,54.96,24.43,17.2,73.94,7.91,49.76,lentil
36.15,43.76,24.24,18.4,61.36,7.91,44.73,lentil
34.48,43.72,38.19,23.28,58.27,7.74,31.81,lentil
21.62,53.14,33.08,15.95,61.38,7.99,41.96,lentil
34.6,44.26,21.58,17.77,59.98,6.47,29.82,lentil
31.5,46.56,36.41,16.84,64.29,6.03,37.04,lentil
21.12,59.55,35.81,19.9,56.73,7.18,43.97,lentil
23.81,51.36,36.28,22.68,71.06,7.76,48.44,lentil
28.11,51.38,35.81,21.97,74.91,6.03,33.88,lentil
25.62,45.25,24.45,22.09,56.7,7.48,42.34,lentil
25.02,45.06,32.58,22.62,72.53,7.7,49.12,lentil
31.63,58.17,36.17,23.95,55.23,7.93,36.84,lentil
35.96,42.54,27.92,17.71,60.83,6.25,45.14,lentil
20.18,46.25,23.49,20.89,60.09,6.52,37.21,lentil
33.05,42.43,23.51,17.47,74.47,6.79,39.97,lentil
24.83,49.81,21.48,15.35,64.37,6.8,28.42,lentil
33.75,59.86,27.91,21.25,74.26,7.66,36.59,lentil
34.75,42.56,30.24,17.79,58.22,6.85,28.28,lentil
33.98,49.12,30.62,16.46,57.8,7.17,49.63,lentil
21.93,45.71,37.39,15.72,72.52,7.05,35.21,lentil
26.19,45.94,26.12,23.85,69.48,7.34,44.97,lentil
25.14,52.36,29.2,22.82,61.19,7.29,47.06,lentil
28.04,41.33,30.32,18.46,68.44,7.9,37.14,lentil
29.32,53.09,22.07,17.54,73.38,7.34,25.34,lentil
24.09,53.66,35.29,23.4,60.84,7.86,38.82,lentil
33.93,51.93,22.45,24.63,57.46,6.51,45.34,lentil
32.37,56.76,30.31,18.77,73.44,6.07,46.4,lentil
24.62,56.97,22.78,20.8,72.76,6.95,43.66,lentil
36.09,54.73,38.51,19.47,58.46,6.1,31.16,lentil
22.86,51.16,23.7,15.39,55.72,7.66,39.79,lentil
27.16,57.88,21.4,24.8,67.33,6.37,41.98,lentil
35.27,48.59,37.23,16.51,60.58,6.19,30.27,lentil
24.77,58.35,21.56,19.27,65.65,7.8,49.94,lentil
35.07,59.42,35.74,24.63,69.15,6.16,35.05,lentil
32.93,47.01,25.47,20.77,73.67,6.07,44.23,lentil
34.45,59.28,38.61,22.62,65.41,6.41,38.63,lentil
35.31,57.91,35.79,16.95,66.99,6.66,25.23,lentil
24.0,42.26,36.85,17.59,60.69,7.92,34.48,lentil
20.19,45.68,22.39,16.03,56.55,7.19,29.73,lentil
27.22,57.24,28.49,24.16,64.96,6.8,43.76,lentil
82.93,41.79,63.04,24.87,75.81,6.92,75.53,cucumber
103.86,50.01,69.63,28.31,78.23,6.25,90.9,cucumber
90.62,44.17,68.89,20.19,79.31,6.15,92.78,cucumber
91.04,47.01,54.34,25.86,66.96,6.66,60.63,cucumber
82.57,41.99,58.38,28.15,77.76,6.24,82.97,cucumber
110.73,45.78,58.18,25.24,62.7,6.03,66.11,cucumber
105.07,41.47,53.79,23.38,61.56,6.19,96.45,cucumber
80.77,53.07,57.69,26.73,71.77,6.22,93.89,cucumber
99.68,56.45,58.12,29.85,75.41,6.97,80.57,cucumber
98.95,55.11,67.61,29.64,66.49,6.8,68.43,cucumber
101.82,43.6,56.95,29.31,62.92,6.63,83.72,cucumber
84.83,46.52,61.26,21.87,76.01,6.97,68.59,cucumber
87.48,49.1,64.96,22.82,60.4,6.54,98.26,cucumber
95.65,48.4,69.38,26.95,74.38,6.56,98.98,cucumber
107.55,57.9,63.99,27.35,65.81,6.3,91.32,cucumber
91.87,51.26,54.99,28.17,62.21,6.83,84.11,cucumber
87.48,50.84,55.65,23.23,67.03,6.06,99.44,cucumber
81.26,53.25,57.42,26.46,67.12,6.67,89.17,cucumber
107.62,42.28,63.14,22.8,60.58,6.41,77.34,cucumber
98.69,54.1,56.18,23.15,61.21,6.69,82.71,cucumber
93.98,54.1,60.75,24.69,70.23,6.64,86.4,cucumber
91.56,42.81,53.13,26.39,77.46,6.41,66.78,cucumber
110.26,56.65,67.61,26.07,77.21,6.02,64.29,cucumber
83.7,54.25,51.39,24.96,69.45,6.31,94.82,cucumber
86.82,47.05,65.48,20.3,73.46,6.82,97.29,cucumber
115.05,46.39,61.73,20.77,65.16,6.09,72.61,cucumber
115.01,46.94,61.24,24.33,69.18,6.97,71.85,cucumber
105.09,48.4,51.22,24.89,76.27,6.1,62.78,cucumber
86.15,55.29,64.48,25.65,69.36,6.89,90.67,cucumber
112.48,56.27,62.85,24.58,77.29,6.93,60.95,cucumber
82.06,59.17,55.54,28.73,67.78,6.12,63.22,cucumber
86.26,45.0,59.77,27.01,79.73,6.44,80.73,cucumber
100.87,50.79,60.35,20.09,60.03,6.1,64.06,cucumber
108.2,44.1,67.89,29.29,79.52,6.94,70.88,cucumber
100.39,43.51,66.12,28.88,77.03,6.43,90.35,cucumber
83.9,40.8,65.06,24.25,79.91,6.1,94.23,cucumber
99.2,56.54,66.34,29.16,65.96,6.95,66.07,cucumber
83.28,48.63,66.57,24.73,76.59,6.73,68.38,cucumber
117.96,41.22,67.97,23.04,70.0,6.42,66.87,cucumber
94.33,43.86,54.08,21.87,69.78,6.8,82.76,cucumber
115.73,52.73,63.79,26.68,68.99,6.69,62.79,cucumber
114.39,55.56,54.9,27.68,60.25,6.22,62.61,cucumber
111.21,55.12,66.27,20.04,70.02,6.7,66.22,cucumber
105.99,41.68,53.63,24.76,73.07,6.15,67.41,cucumber
88.18,44.77,54.53,23.95,73.08,6.44,91.04,cucumber
108.77,42.53,50.98,28.78,61.6,6.15,60.89,cucumber
105.13,51.65,69.74,28.87,68.22,6.37,71.87,cucumber
86.1,42.76,52.65,21.14,64.81,6.31,98.46,cucumber
103.14,59.75,57.45,24.58,66.49,6.18,65.73,cucumber
117.8,59.74,50.9,21.5,68.47,6.19,74.56,cucumber
85.16,49.13,55.43,21.52,61.89,6.64,99.33,pumpkin
93.15,57.53,66.86,27.52,75.8,6.99,94.26,pumpkin
83.03,49.26,69.79,25.7,79.24,7.17,95.0,pumpkin
108.26,55.21,60.46,27.24,76.5,7.27,86.92,pumpkin
92.18,40.71,68.71,23.86,65.96,6.22,93.18,pumpkin
113.46,56.29,62.9,21.66,66.08,6.01,93.34,pumpkin
83.5,52.62,60.08,23.27,78.53,6.05,90.94,pumpkin
82.08,40.76,58.6,18.63,75.78,6.79,61.16,pumpkin
81.62,52.25,66.12,22.38,71.09,7.2,84.42,pumpkin
88.99,52.26,62.57,25.34,72.42,7.45,67.89,pumpkin
118.04,50.77,63.44,18.99,67.61,7.15,88.28,pumpkin
81.61,50.93,51.77,27.96,77.95,6.03,94.35,pumpkin
116.78,47.07,64.39,22.42,73.1,6.51,72.9,pumpkin
96.98,42.91,66.62,21.49,68.0,7.34,79.86,pumpkin
101.77,59.13,67.73,19.69,69.46,7.46,74.89,pumpkin
94.86,43.9,52.29,25.4,75.4,7.45,90.94,pumpkin
89.73,40.8,69.71,21.4,66.24,7.36,83.4,pumpkin
88.59,57.78,69.87,18.87,77.25,6.59,80.96,pumpkin
116.59,59.47,55.24,20.13,61.61,6.84,60.54,pumpkin
96.48,41.47,58.1,18.4,76.7,6.31,73.13,pumpkin
114.8,54.93,54.38,18.72,74.31,6.59,90.64,pumpkin
97.81,46.92,59.02,25.49,78.04,6.07,80.96,pumpkin
81.31,49.37,67.71,21.62,78.65,6.95,97.37,pumpkin
110.29,42.07,54.62,21.94,63.4,6.74,78.85,pumpkin
118.25,48.67,65.71,27.42,77.54,6.31,79.84,pumpkin
93.91,48.0,57.22,26.26,69.04,6.79,99.3,pumpkin
82.4,49.76,65.48,19.51,72.23,6.36,94.7,pumpkin
93.08,46.58,61.96,19.84,65.7,6.62,74.15,pumpkin
101.0,51.99,61.33,24.54,66.15,6.19,90.43,pumpkin
114.03,45.14,58.14,22.99,70.67,6.99,61.66,pumpkin
108.86,41.24,59.37,26.28,69.02,6.22,99.4,pumpkin
115.57,55.43,58.23,19.84,78.83,6.8,94.09,pumpkin
93.68,46.71,69.71,23.22,62.81,6.33,79.28,pumpkin
81.7,49.25,58.38,25.79,67.1,7.47,67.23,pumpkin
103.64,41.79,64.68,27.95,76.38,6.83,79.39,pumpkin
113.4,58.72,69.78,21.97,79.82,6.23,70.14,pumpkin
83.56,45.43,65.36,26.53,75.58,6.95,80.56,pumpkin
108.35,47.82,66.83,24.77,73.96,6.8,95.41,pumpkin
90.08,47.62,65.55,22.93,77.78,6.52,74.77,pumpkin
115.55,49.29,60.32,21.33,65.53,6.98,64.79,pumpkin
115.17,55.58,53.81,24.94,72.05,6.28,70.93,pumpkin
96.36,53.98,62.77,23.32,75.37,7.14,84.71,pumpkin
111.48,46.69,67.62,24.15,76.45,6.82,68.74,pumpkin
101.7,47.42,63.95,22.76,76.72,7.02,87.38,pumpkin
88.69,59.68,66.83,25.89,66.6,6.8,65.48,pumpkin
101.54,42.92,61.06,24.49,67.8,6.75,95.03,pumpkin
84.34,55.83,53.42,18.37,63.71,7.15,76.21,pumpkin
114.9,50.49,50.45,25.17,62.2,7.18,66.72,pumpkin
93.82,55.23,69.08,21.71,76.59,6.29,92.29,pumpkin
106.3,43.85,56.05,19.32,67.66,6.31,85.76,pumpkin
